token	year	seq
everywhere	1825	1801
too	1825	1802
commonly	1825	1803
entertained	1825	1804
against	1825	1805
distant	1825	1806
strangers	1825	1807
are	1825	1808
worn	1825	1809
away	1825	1810
and	1825	1811
the	1825	1812
jealousies	1825	1813
of	1825	1814
jarring	1825	1815
interests	1825	1816
are	1825	1817
allayed	1825	1818
by	1825	1819
the	1825	1820
composition	1825	1821
and	1825	1822
functions	1825	1823
of	1825	1824
the	1825	1825
great	1825	1826
national	1825	1827
councils	1825	1828
annually	1825	1829
assembled	1825	1830
from	1825	1831
all	1825	1832
quarters	1825	1833
of	1825	1834
the	1825	1835
union	1825	1836
at	1825	1837
this	1825	1838
place	1825	1839
here	1825	1840
the	1825	1841
distinguished	1825	1842
men	1825	1843
from	1825	1844
every	1825	1845
section	1825	1846
of	1825	1847
our	1825	1848
country	1825	1849
while	1825	1850
meeting	1825	1851
to	1825	1852
deliberate	1825	1853
upon	1825	1854
the	1825	1855
great	1825	1856
interests	1825	1857
of	1825	1858
those	1825	1859
by	1825	1860
whom	1825	1861
they	1825	1862
are	1825	1863
deputed	1825	1864
learn	1825	1865
to	1825	1866
estimate	1825	1867
the	1825	1868
talents	1825	1869
and	1825	1870
do	1825	1871
justice	1825	1872
to	1825	1873
the	1825	1874
virtues	1825	1875
of	1825	1876
each	1825	1877
other	1825	1878
the	1825	1879
harmony	1825	1880
of	1825	1881
the	1825	1882
nation	1825	1883
is	1825	1884
promoted	1825	1885
and	1825	1886
the	1825	1887
whole	1825	1888
union	1825	1889
is	1825	1890
knit	1825	1891
together	1825	1892
by	1825	1893
the	1825	1894
sentiments	1825	1895
of	1825	1896
mutual	1825	1897
respect	1825	1898
the	1825	1899
habits	1825	1900
of	1825	1901
social	1825	1902
intercourse	1825	1903
and	1825	1904
the	1825	1905
ties	1825	1906
of	1825	1907
personal	1825	1908
friendship	1825	1909
formed	1825	1910
between	1825	1911
the	1825	1912
representatives	1825	1913
of	1825	1914
its	1825	1915
several	1825	1916
parts	1825	1917
in	1825	1918
the	1825	1919
performance	1825	1920
of	1825	1921
their	1825	1922
service	1825	1923
at	1825	1924
this	1825	1925
metropolis	1825	1926
passing	1825	1927
from	1825	1928
this	1825	1929
general	1825	1930
review	1825	1931
of	1825	1932
the	1825	1933
purposes	1825	1934
and	1825	1935
injunctions	1825	1936
of	1825	1937
the	1825	1938
federal	1825	1939
constitution	1825	1940
and	1825	1941
their	1825	1942
results	1825	1943
as	1825	1944
indicating	1825	1945
the	1825	1946
first	1825	1947
traces	1825	1948
of	1825	1949
the	1825	1950
path	1825	1951
of	1825	1952
duty	1825	1953
in	1825	1954
the	1825	1955
discharge	1825	1956
of	1825	1957
my	1825	1958
public	1825	1959
trust	1825	1960
i	1825	1961
turn	1825	1962
to	1825	1963
the	1825	1964
administration	1825	1965
of	1825	1966
my	1825	1967
immediate	1825	1968
predecessor	1825	1969
as	1825	1970
the	1825	1971
second	1825	1972
it	1825	1973
has	1825	1974
passed	1825	1975
away	1825	1976
in	1825	1977
a	1825	1978
period	1825	1979
of	1825	1980
profound	1825	1981
peace	1825	1982
how	1825	1983
much	1825	1984
to	1825	1985
the	1825	1986
satisfaction	1825	1987
of	1825	1988
our	1825	1989
country	1825	1990
and	1825	1991
to	1825	1992
the	1825	1993
honor	1825	1994
of	1825	1995
our	1825	1996
country	1825	1997
s	1825	1998
name	1825	1999
is	1825	2000
known	1825	2001
to	1825	2002
you	1825	2003
all	1825	2004
the	1825	2005
great	1825	2006
features	1825	2007
of	1825	2008
its	1825	2009
policy	1825	2010
in	1825	2011
general	1825	2012
concurrence	1825	2013
with	1825	2014
the	1825	2015
will	1825	2016
of	1825	2017
the	1825	2018
legislature	1825	2019
have	1825	2020
been	1825	2021
to	1825	2022
cherish	1825	2023
peace	1825	2024
while	1825	2025
preparing	1825	2026
for	1825	2027
defensive	1825	2028
war	1825	2029
to	1825	2030
yield	1825	2031
exact	1825	2032
justice	1825	2033
to	1825	2034
other	1825	2035
nations	1825	2036
and	1825	2037
maintain	1825	2038
the	1825	2039
rights	1825	2040
of	1825	2041
our	1825	2042
own	1825	2043
to	1825	2044
cherish	1825	2045
the	1825	2046
principles	1825	2047
of	1825	2048
freedom	1825	2049
and	1825	2050
of	1825	2051
equal	1825	2052
rights	1825	2053
wherever	1825	2054
they	1825	2055
were	1825	2056
proclaimed	1825	2057
to	1825	2058
discharge	1825	2059
with	1825	2060
all	1825	2061
possible	1825	2062
promptitude	1825	2063
the	1825	2064
national	1825	2065
debt	1825	2066
to	1825	2067
reduce	1825	2068
within	1825	2069
the	1825	2070
narrowest	1825	2071
limits	1825	2072
of	1825	2073
efficiency	1825	2074
the	1825	2075
military	1825	2076
force	1825	2077
to	1825	2078
improve	1825	2079
the	1825	2080
organization	1825	2081
and	1825	2082
discipline	1825	2083
of	1825	2084
the	1825	2085
army	1825	2086
to	1825	2087
provide	1825	2088
and	1825	2089
sustain	1825	2090
a	1825	2091
school	1825	2092
of	1825	2093
military	1825	2094
science	1825	2095
to	1825	2096
extend	1825	2097
equal	1825	2098
protection	1825	2099
to	1825	2100
all	1825	2101
the	1825	2102
great	1825	2103
interests	1825	2104
of	1825	2105
the	1825	2106
nation	1825	2107
to	1825	2108
promote	1825	2109
the	1825	2110
civilization	1825	2111
of	1825	2112
the	1825	2113
indian	1825	2114
tribes	1825	2115
and	1825	2116
to	1825	2117
proceed	1825	2118
in	1825	2119
the	1825	2120
great	1825	2121
system	1825	2122
of	1825	2123
internal	1825	2124
improvements	1825	2125
within	1825	2126
the	1825	2127
limits	1825	2128
of	1825	2129
the	1825	2130
constitutional	1825	2131
power	1825	2132
of	1825	2133
the	1825	2134
union	1825	2135
under	1825	2136
the	1825	2137
pledge	1825	2138
of	1825	2139
these	1825	2140
promises	1825	2141
made	1825	2142
by	1825	2143
that	1825	2144
eminent	1825	2145
citizen	1825	2146
at	1825	2147
the	1825	2148
time	1825	2149
of	1825	2150
his	1825	2151
first	1825	2152
induction	1825	2153
to	1825	2154
this	1825	2155
office	1825	2156
in	1825	2157
his	1825	2158
career	1825	2159
of	1825	2160
eight	1825	2161
years	1825	2162
the	1825	2163
internal	1825	2164
taxes	1825	2165
have	1825	2166
been	1825	2167
repealed	1825	2168
sixty	1825	2169
millions	1825	2170
of	1825	2171
the	1825	2172
public	1825	2173
debt	1825	2174
have	1825	2175
been	1825	2176
discharged	1825	2177
provision	1825	2178
has	1825	2179
been	1825	2180
made	1825	2181
for	1825	2182
the	1825	2183
comfort	1825	2184
and	1825	2185
relief	1825	2186
of	1825	2187
the	1825	2188
aged	1825	2189
and	1825	2190
indigent	1825	2191
among	1825	2192
the	1825	2193
surviving	1825	2194
warriors	1825	2195
of	1825	2196
the	1825	2197
revolution	1825	2198
the	1825	2199
regular	1825	2200
armed	1825	2201
force	1825	2202
has	1825	2203
been	1825	2204
reduced	1825	2205
and	1825	2206
its	1825	2207
constitution	1825	2208
revised	1825	2209
and	1825	2210
perfected	1825	2211
the	1825	2212
accountability	1825	2213
for	1825	2214
the	1825	2215
expenditure	1825	2216
of	1825	2217
public	1825	2218
moneys	1825	2219
has	1825	2220
been	1825	2221
made	1825	2222
more	1825	2223
effective	1825	2224
the	1825	2225
floridas	1825	2226
have	1825	2227
been	1825	2228
peaceably	1825	2229
acquired	1825	2230
and	1825	2231
our	1825	2232
boundary	1825	2233
has	1825	2234
been	1825	2235
extended	1825	2236
to	1825	2237
the	1825	2238
pacific	1825	2239
ocean	1825	2240
the	1825	2241
independence	1825	2242
of	1825	2243
the	1825	2244
southern	1825	2245
nations	1825	2246
of	1825	2247
this	1825	2248
hemisphere	1825	2249
has	1825	2250
been	1825	2251
recognized	1825	2252
and	1825	2253
recommended	1825	2254
by	1825	2255
example	1825	2256
and	1825	2257
by	1825	2258
counsel	1825	2259
to	1825	2260
the	1825	2261
potentates	1825	2262
of	1825	2263
europe	1825	2264
progress	1825	2265
has	1825	2266
been	1825	2267
made	1825	2268
in	1825	2269
the	1825	2270
defense	1825	2271
of	1825	2272
the	1825	2273
country	1825	2274
by	1825	2275
fortifications	1825	2276
and	1825	2277
the	1825	2278
increase	1825	2279
of	1825	2280
the	1825	2281
navy	1825	2282
toward	1825	2283
the	1825	2284
effectual	1825	2285
suppression	1825	2286
of	1825	2287
the	1825	2288
african	1825	2289
traffic	1825	2290
in	1825	2291
slaves	1825	2292
in	1825	2293
alluring	1825	2294
the	1825	2295
aboriginal	1825	2296
hunters	1825	2297
of	1825	2298
our	1825	2299
land	1825	2300
to	1825	2301
the	1825	2302
cultivation	1825	2303
of	1825	2304
the	1825	2305
soil	1825	2306
and	1825	2307
of	1825	2308
the	1825	2309
mind	1825	2310
in	1825	2311
exploring	1825	2312
the	1825	2313
interior	1825	2314
regions	1825	2315
of	1825	2316
the	1825	2317
union	1825	2318
and	1825	2319
in	1825	2320
preparing	1825	2321
by	1825	2322
scientific	1825	2323
researches	1825	2324
and	1825	2325
surveys	1825	2326
for	1825	2327
the	1825	2328
further	1825	2329
application	1825	2330
of	1825	2331
our	1825	2332
national	1825	2333
resources	1825	2334
to	1825	2335
the	1825	2336
internal	1825	2337
improvement	1825	2338
of	1825	2339
our	1825	2340
country	1825	2341
in	1825	2342
this	1825	2343
brief	1825	2344
outline	1825	2345
of	1825	2346
the	1825	2347
promise	1825	2348
and	1825	2349
performance	1825	2350
of	1825	2351
my	1825	2352
immediate	1825	2353
predecessor	1825	2354
the	1825	2355
line	1825	2356
of	1825	2357
duty	1825	2358
for	1825	2359
his	1825	2360
successor	1825	2361
is	1825	2362
clearly	1825	2363
delineated	1825	2364
to	1825	2365
pursue	1825	2366
to	1825	2367
their	1825	2368
consummation	1825	2369
those	1825	2370
purposes	1825	2371
of	1825	2372
improvement	1825	2373
in	1825	2374
our	1825	2375
common	1825	2376
condition	1825	2377
instituted	1825	2378
or	1825	2379
recommended	1825	2380
by	1825	2381
him	1825	2382
will	1825	2383
embrace	1825	2384
the	1825	2385
whole	1825	2386
sphere	1825	2387
of	1825	2388
my	1825	2389
obligations	1825	2390
to	1825	2391
the	1825	2392
topic	1825	2393
of	1825	2394
internal	1825	2395
improvement	1825	2396
emphatically	1825	2397
urged	1825	2398
by	1825	2399
him	1825	2400
at	1825	2401
his	1825	2402
inauguration	1825	2403
i	1825	2404
recur	1825	2405
with	1825	2406
peculiar	1825	2407
satisfaction	1825	2408
it	1825	2409
is	1825	2410
that	1825	2411
from	1825	2412
which	1825	2413
i	1825	2414
am	1825	2415
convinced	1825	2416
that	1825	2417
the	1825	2418
unborn	1825	2419
millions	1825	2420
of	1825	2421
our	1825	2422
posterity	1825	2423
who	1825	2424
are	1825	2425
in	1825	2426
future	1825	2427
ages	1825	2428
to	1825	2429
people	1825	2430
this	1825	2431
continent	1825	2432
will	1825	2433
derive	1825	2434
their	1825	2435
most	1825	2436
fervent	1825	2437
gratitude	1825	2438
to	1825	2439
the	1825	2440
founders	1825	2441
of	1825	2442
the	1825	2443
union	1825	2444
that	1825	2445
in	1825	2446
which	1825	2447
the	1825	2448
beneficent	1825	2449
action	1825	2450
of	1825	2451
its	1825	2452
government	1825	2453
will	1825	2454
be	1825	2455
most	1825	2456
deeply	1825	2457
felt	1825	2458
and	1825	2459
acknowledged	1825	2460
the	1825	2461
magnificence	1825	2462
and	1825	2463
splendor	1825	2464
of	1825	2465
their	1825	2466
public	1825	2467
works	1825	2468
are	1825	2469
among	1825	2470
the	1825	2471
imperishable	1825	2472
glories	1825	2473
of	1825	2474
the	1825	2475
ancient	1825	2476
republics	1825	2477
the	1825	2478
roads	1825	2479
and	1825	2480
aqueducts	1825	2481
of	1825	2482
rome	1825	2483
have	1825	2484
been	1825	2485
the	1825	2486
admiration	1825	2487
of	1825	2488
all	1825	2489
after	1825	2490
ages	1825	2491
and	1825	2492
have	1825	2493
survived	1825	2494
thousands	1825	2495
of	1825	2496
years	1825	2497
after	1825	2498
all	1825	2499
her	1825	2500
conquests	1825	2501
have	1825	2502
been	1825	2503
swallowed	1825	2504
up	1825	2505
in	1825	2506
despotism	1825	2507
or	1825	2508
become	1825	2509
the	1825	2510
spoil	1825	2511
of	1825	2512
barbarians	1825	2513
some	1825	2514
diversity	1825	2515
of	1825	2516
opinion	1825	2517
has	1825	2518
prevailed	1825	2519
with	1825	2520
regard	1825	2521
to	1825	2522
the	1825	2523
powers	1825	2524
of	1825	2525
congress	1825	2526
for	1825	2527
legislation	1825	2528
upon	1825	2529
objects	1825	2530
of	1825	2531
this	1825	2532
nature	1825	2533
the	1825	2534
most	1825	2535
respectful	1825	2536
deference	1825	2537
is	1825	2538
due	1825	2539
to	1825	2540
doubts	1825	2541
originating	1825	2542
in	1825	2543
pure	1825	2544
patriotism	1825	2545
and	1825	2546
sustained	1825	2547
by	1825	2548
venerated	1825	2549
authority	1825	2550
but	1825	2551
nearly	1825	2552
twenty	1825	2553
years	1825	2554
have	1825	2555
passed	1825	2556
since	1825	2557
the	1825	2558
construction	1825	2559
of	1825	2560
the	1825	2561
first	1825	2562
national	1825	2563
road	1825	2564
was	1825	2565
commenced	1825	2566
the	1825	2567
authority	1825	2568
for	1825	2569
its	1825	2570
construction	1825	2571
was	1825	2572
then	1825	2573
unquestioned	1825	2574
to	1825	2575
how	1825	2576
many	1825	2577
thousands	1825	2578
of	1825	2579
our	1825	2580
countrymen	1825	2581
has	1825	2582
it	1825	2583
proved	1825	2584
a	1825	2585
benefit	1825	2586
to	1825	2587
what	1825	2588
single	1825	2589
individual	1825	2590
has	1825	2591
it	1825	2592
ever	1825	2593
proved	1825	2594
an	1825	2595
injury	1825	2596
repeated	1825	2597
liberal	1825	2598
and	1825	2599
candid	1825	2600
discussions	1825	2601
in	1825	2602
the	1825	2603
legislature	1825	2604
have	1825	2605
conciliated	1825	2606
the	1825	2607
sentiments	1825	2608
and	1825	2609
approximated	1825	2610
the	1825	2611
opinions	1825	2612
of	1825	2613
enlightened	1825	2614
minds	1825	2615
upon	1825	2616
the	1825	2617
question	1825	2618
of	1825	2619
constitutional	1825	2620
power	1825	2621
i	1825	2622
cannot	1825	2623
but	1825	2624
hope	1825	2625
that	1825	2626
by	1825	2627
the	1825	2628
same	1825	2629
process	1825	2630
of	1825	2631
friendly	1825	2632
patient	1825	2633
and	1825	2634
persevering	1825	2635
deliberation	1825	2636
all	1825	2637
constitutional	1825	2638
objections	1825	2639
will	1825	2640
ultimately	1825	2641
be	1825	2642
removed	1825	2643
the	1825	2644
extent	1825	2645
and	1825	2646
limitation	1825	2647
of	1825	2648
the	1825	2649
powers	1825	2650
of	1825	2651
the	1825	2652
general	1825	2653
government	1825	2654
in	1825	2655
relation	1825	2656
to	1825	2657
this	1825	2658
transcendently	1825	2659
important	1825	2660
interest	1825	2661
will	1825	2662
be	1825	2663
settled	1825	2664
and	1825	2665
acknowledged	1825	2666
to	1825	2667
the	1825	2668
common	1825	2669
satisfaction	1825	2670
of	1825	2671
all	1825	2672
and	1825	2673
every	1825	2674
speculative	1825	2675
scruple	1825	2676
will	1825	2677
be	1825	2678
solved	1825	2679
by	1825	2680
a	1825	2681
practical	1825	2682
public	1825	2683
blessing	1825	2684
fellow	1825	2685
citizens	1825	2686
you	1825	2687
are	1825	2688
acquainted	1825	2689
with	1825	2690
the	1825	2691
peculiar	1825	2692
circumstances	1825	2693
of	1825	2694
the	1825	2695
recent	1825	2696
election	1825	2697
which	1825	2698
have	1825	2699
resulted	1825	2700
in	1825	2701
affording	1825	2702
me	1825	2703
the	1825	2704
opportunity	1825	2705
of	1825	2706
addressing	1825	2707
you	1825	2708
at	1825	2709
this	1825	2710
time	1825	2711
you	1825	2712
have	1825	2713
heard	1825	2714
the	1825	2715
exposition	1825	2716
of	1825	2717
the	1825	2718
principles	1825	2719
which	1825	2720
will	1825	2721
direct	1825	2722
me	1825	2723
in	1825	2724
the	1825	2725
fulfillment	1825	2726
of	1825	2727
the	1825	2728
high	1825	2729
and	1825	2730
solemn	1825	2731
trust	1825	2732
imposed	1825	2733
upon	1825	2734
me	1825	2735
in	1825	2736
this	1825	2737
station	1825	2738
less	1825	2739
possessed	1825	2740
of	1825	2741
your	1825	2742
confidence	1825	2743
in	1825	2744
advance	1825	2745
than	1825	2746
any	1825	2747
of	1825	2748
my	1825	2749
predecessors	1825	2750
i	1825	2751
am	1825	2752
deeply	1825	2753
conscious	1825	2754
of	1825	2755
the	1825	2756
prospect	1825	2757
that	1825	2758
i	1825	2759
shall	1825	2760
stand	1825	2761
more	1825	2762
and	1825	2763
oftener	1825	2764
in	1825	2765
need	1825	2766
of	1825	2767
your	1825	2768
indulgence	1825	2769
intentions	1825	2770
upright	1825	2771
and	1825	2772
pure	1825	2773
a	1825	2774
heart	1825	2775
devoted	1825	2776
to	1825	2777
the	1825	2778
welfare	1825	2779
of	1825	2780
our	1825	2781
country	1825	2782
and	1825	2783
the	1825	2784
unceasing	1825	2785
application	1825	2786
of	1825	2787
all	1825	2788
the	1825	2789
faculties	1825	2790
allotted	1825	2791
to	1825	2792
me	1825	2793
to	1825	2794
her	1825	2795
service	1825	2796
are	1825	2797
all	1825	2798
the	1825	2799
pledges	1825	2800
that	1825	2801
i	1825	2802
can	1825	2803
give	1825	2804
for	1825	2805
the	1825	2806
faithful	1825	2807
performance	1825	2808
of	1825	2809
the	1825	2810
arduous	1825	2811
duties	1825	2812
i	1825	2813
am	1825	2814
to	1825	2815
undertake	1825	2816
to	1825	2817
the	1825	2818
guidance	1825	2819
of	1825	2820
the	1825	2821
legislative	1825	2822
councils	1825	2823
to	1825	2824
the	1825	2825
assistance	1825	2826
of	1825	2827
the	1825	2828
executive	1825	2829
and	1825	2830
subordinate	1825	2831
departments	1825	2832
to	1825	2833
the	1825	2834
friendly	1825	2835
cooperation	1825	2836
of	1825	2837
the	1825	2838
respective	1825	2839
state	1825	2840
governments	1825	2841
to	1825	2842
the	1825	2843
candid	1825	2844
and	1825	2845
liberal	1825	2846
support	1825	2847
of	1825	2848
the	1825	2849
people	1825	2850
so	1825	2851
far	1825	2852
as	1825	2853
it	1825	2854
may	1825	2855
be	1825	2856
deserved	1825	2857
by	1825	2858
honest	1825	2859
industry	1825	2860
and	1825	2861
zeal	1825	2862
i	1825	2863
shall	1825	2864
look	1825	2865
for	1825	2866
whatever	1825	2867
success	1825	2868
may	1825	2869
attend	1825	2870
my	1825	2871
public	1825	2872
service	1825	2873
and	1825	2874
knowing	1825	2875
that	1825	2876
except	1825	2877
the	1825	2878
lord	1825	2879
keep	1825	2880
the	1825	2881
city	1825	2882
the	1825	2883
watchman	1825	2884
waketh	1825	2885
but	1825	2886
in	1825	2887
vain	1825	2888
with	1825	2889
fervent	1825	2890
supplications	1825	2891
for	1825	2892
his	1825	2893
favor	1825	2894
to	1825	2895
his	1825	2896
overruling	1825	2897
providence	1825	2898
i	1825	2899
commit	1825	2900
with	1825	2901
humble	1825	2902
but	1825	2903
fearless	1825	2904
confidence	1825	2905
my	1825	2906
own	1825	2907
fate	1825	2908
and	1825	2909
the	1825	2910
future	1825	2911
destinies	1825	2912
of	1825	2913
my	1825	2914
country	1825	2915
fellow	1829	0
citizens	1829	1
about	1829	2
to	1829	3
undertake	1829	4
the	1829	5
arduous	1829	6
duties	1829	7
that	1829	8
i	1829	9
have	1829	10
been	1829	11
appointed	1829	12
to	1829	13
perform	1829	14
by	1829	15
the	1829	16
choice	1829	17
of	1829	18
a	1829	19
free	1829	20
people	1829	21
i	1829	22
avail	1829	23
myself	1829	24
of	1829	25
this	1829	26
customary	1829	27
and	1829	28
solemn	1829	29
occasion	1829	30
to	1829	31
express	1829	32
the	1829	33
gratitude	1829	34
which	1829	35
their	1829	36
confidence	1829	37
inspires	1829	38
and	1829	39
to	1829	40
acknowledge	1829	41
the	1829	42
accountability	1829	43
which	1829	44
my	1829	45
situation	1829	46
enjoins	1829	47
while	1829	48
the	1829	49
magnitude	1829	50
of	1829	51
their	1829	52
interests	1829	53
convinces	1829	54
me	1829	55
that	1829	56
no	1829	57
thanks	1829	58
can	1829	59
be	1829	60
adequate	1829	61
to	1829	62
the	1829	63
honor	1829	64
they	1829	65
have	1829	66
conferred	1829	67
it	1829	68
admonishes	1829	69
me	1829	70
that	1829	71
the	1829	72
best	1829	73
return	1829	74
i	1829	75
can	1829	76
make	1829	77
is	1829	78
the	1829	79
zealous	1829	80
dedication	1829	81
of	1829	82
my	1829	83
humble	1829	84
abilities	1829	85
to	1829	86
their	1829	87
service	1829	88
and	1829	89
their	1829	90
good	1829	91
as	1829	92
the	1829	93
instrument	1829	94
of	1829	95
the	1829	96
federal	1829	97
constitution	1829	98
it	1829	99
will	1829	100
devolve	1829	101
on	1829	102
me	1829	103
for	1829	104
a	1829	105
stated	1829	106
period	1829	107
to	1829	108
execute	1829	109
the	1829	110
laws	1829	111
of	1829	112
the	1829	113
united	1829	114
states	1829	115
to	1829	116
superintend	1829	117
their	1829	118
foreign	1829	119
and	1829	120
their	1829	121
confederate	1829	122
relations	1829	123
to	1829	124
manage	1829	125
their	1829	126
revenue	1829	127
to	1829	128
command	1829	129
their	1829	130
forces	1829	131
and	1829	132
by	1829	133
communications	1829	134
to	1829	135
the	1829	136
legislature	1829	137
to	1829	138
watch	1829	139
over	1829	140
and	1829	141
to	1829	142
promote	1829	143
their	1829	144
interests	1829	145
generally	1829	146
and	1829	147
the	1829	148
principles	1829	149
of	1829	150
action	1829	151
by	1829	152
which	1829	153
i	1829	154
shall	1829	155
endeavor	1829	156
to	1829	157
accomplish	1829	158
this	1829	159
circle	1829	160
of	1829	161
duties	1829	162
it	1829	163
is	1829	164
now	1829	165
proper	1829	166
for	1829	167
me	1829	168
briefly	1829	169
to	1829	170
explain	1829	171
in	1829	172
administering	1829	173
the	1829	174
laws	1829	175
of	1829	176
congress	1829	177
i	1829	178
shall	1829	179
keep	1829	180
steadily	1829	181
in	1829	182
view	1829	183
the	1829	184
limitations	1829	185
as	1829	186
well	1829	187
as	1829	188
the	1829	189
extent	1829	190
of	1829	191
the	1829	192
executive	1829	193
power	1829	194
trusting	1829	195
thereby	1829	196
to	1829	197
discharge	1829	198
the	1829	199
functions	1829	200
of	1829	201
my	1829	202
office	1829	203
without	1829	204
transcending	1829	205
its	1829	206
authority	1829	207
with	1829	208
foreign	1829	209
nations	1829	210
it	1829	211
will	1829	212
be	1829	213
my	1829	214
study	1829	215
to	1829	216
preserve	1829	217
peace	1829	218
and	1829	219
to	1829	220
cultivate	1829	221
friendship	1829	222
on	1829	223
fair	1829	224
and	1829	225
honorable	1829	226
terms	1829	227
and	1829	228
in	1829	229
the	1829	230
adjustment	1829	231
of	1829	232
any	1829	233
differences	1829	234
that	1829	235
may	1829	236
exist	1829	237
or	1829	238
arise	1829	239
to	1829	240
exhibit	1829	241
the	1829	242
forbearance	1829	243
becoming	1829	244
a	1829	245
powerful	1829	246
nation	1829	247
rather	1829	248
than	1829	249
the	1829	250
sensibility	1829	251
belonging	1829	252
to	1829	253
a	1829	254
gallant	1829	255
people	1829	256
in	1829	257
such	1829	258
measures	1829	259
as	1829	260
i	1829	261
may	1829	262
be	1829	263
called	1829	264
on	1829	265
to	1829	266
pursue	1829	267
in	1829	268
regard	1829	269
to	1829	270
the	1829	271
rights	1829	272
of	1829	273
the	1829	274
separate	1829	275
states	1829	276
i	1829	277
hope	1829	278
to	1829	279
be	1829	280
animated	1829	281
by	1829	282
a	1829	283
proper	1829	284
respect	1829	285
for	1829	286
those	1829	287
sovereign	1829	288
members	1829	289
of	1829	290
our	1829	291
union	1829	292
taking	1829	293
care	1829	294
not	1829	295
to	1829	296
confound	1829	297
the	1829	298
powers	1829	299
they	1829	300
have	1829	301
reserved	1829	302
to	1829	303
themselves	1829	304
with	1829	305
those	1829	306
they	1829	307
have	1829	308
granted	1829	309
to	1829	310
the	1829	311
confederacy	1829	312
the	1829	313
management	1829	314
of	1829	315
the	1829	316
public	1829	317
revenue	1829	318
that	1829	319
searching	1829	320
operation	1829	321
in	1829	322
all	1829	323
governments	1829	324
is	1829	325
among	1829	326
the	1829	327
most	1829	328
delicate	1829	329
and	1829	330
important	1829	331
trusts	1829	332
in	1829	333
ours	1829	334
and	1829	335
it	1829	336
will	1829	337
of	1829	338
course	1829	339
demand	1829	340
no	1829	341
inconsiderable	1829	342
share	1829	343
of	1829	344
my	1829	345
official	1829	346
solicitude	1829	347
under	1829	348
every	1829	349
aspect	1829	350
in	1829	351
which	1829	352
it	1829	353
can	1829	354
be	1829	355
considered	1829	356
it	1829	357
would	1829	358
appear	1829	359
that	1829	360
advantage	1829	361
must	1829	362
result	1829	363
from	1829	364
the	1829	365
observance	1829	366
of	1829	367
a	1829	368
strict	1829	369
and	1829	370
faithful	1829	371
economy	1829	372
this	1829	373
i	1829	374
shall	1829	375
aim	1829	376
at	1829	377
the	1829	378
more	1829	379
anxiously	1829	380
both	1829	381
because	1829	382
it	1829	383
will	1829	384
facilitate	1829	385
the	1829	386
extinguishment	1829	387
of	1829	388
the	1829	389
national	1829	390
debt	1829	391
the	1829	392
unnecessary	1829	393
duration	1829	394
of	1829	395
which	1829	396
is	1829	397
incompatible	1829	398
with	1829	399
real	1829	400
independence	1829	401
and	1829	402
because	1829	403
it	1829	404
will	1829	405
counteract	1829	406
that	1829	407
tendency	1829	408
to	1829	409
public	1829	410
and	1829	411
private	1829	412
profligacy	1829	413
which	1829	414
a	1829	415
profuse	1829	416
expenditure	1829	417
of	1829	418
money	1829	419
by	1829	420
the	1829	421
government	1829	422
is	1829	423
but	1829	424
too	1829	425
apt	1829	426
to	1829	427
engender	1829	428
powerful	1829	429
auxiliaries	1829	430
to	1829	431
the	1829	432
attainment	1829	433
of	1829	434
this	1829	435
desirable	1829	436
end	1829	437
are	1829	438
to	1829	439
be	1829	440
found	1829	441
in	1829	442
the	1829	443
regulations	1829	444
provided	1829	445
by	1829	446
the	1829	447
wisdom	1829	448
of	1829	449
congress	1829	450
for	1829	451
the	1829	452
specific	1829	453
appropriation	1829	454
of	1829	455
public	1829	456
money	1829	457
and	1829	458
the	1829	459
prompt	1829	460
accountability	1829	461
of	1829	462
public	1829	463
officers	1829	464
with	1829	465
regard	1829	466
to	1829	467
a	1829	468
proper	1829	469
selection	1829	470
of	1829	471
the	1829	472
subjects	1829	473
of	1829	474
impost	1829	475
with	1829	476
a	1829	477
view	1829	478
to	1829	479
revenue	1829	480
it	1829	481
would	1829	482
seem	1829	483
to	1829	484
me	1829	485
that	1829	486
the	1829	487
spirit	1829	488
of	1829	489
equity	1829	490
caution	1829	491
and	1829	492
compromise	1829	493
in	1829	494
which	1829	495
the	1829	496
constitution	1829	497
was	1829	498
formed	1829	499
requires	1829	500
that	1829	501
the	1829	502
great	1829	503
interests	1829	504
of	1829	505
agriculture	1829	506
commerce	1829	507
and	1829	508
manufactures	1829	509
should	1829	510
be	1829	511
equally	1829	512
favored	1829	513
and	1829	514
that	1829	515
perhaps	1829	516
the	1829	517
only	1829	518
exception	1829	519
to	1829	520
this	1829	521
rule	1829	522
should	1829	523
consist	1829	524
in	1829	525
the	1829	526
peculiar	1829	527
encouragement	1829	528
of	1829	529
any	1829	530
products	1829	531
of	1829	532
either	1829	533
of	1829	534
them	1829	535
that	1829	536
may	1829	537
be	1829	538
found	1829	539
essential	1829	540
to	1829	541
our	1829	542
national	1829	543
independence	1829	544
internal	1829	545
improvement	1829	546
and	1829	547
the	1829	548
diffusion	1829	549
of	1829	550
knowledge	1829	551
so	1829	552
far	1829	553
as	1829	554
they	1829	555
can	1829	556
be	1829	557
promoted	1829	558
by	1829	559
the	1829	560
constitutional	1829	561
acts	1829	562
of	1829	563
the	1829	564
federal	1829	565
government	1829	566
are	1829	567
of	1829	568
high	1829	569
importance	1829	570
considering	1829	571
standing	1829	572
armies	1829	573
as	1829	574
dangerous	1829	575
